champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Karthus,Rek'Sai,30,421,2.66,2.56,0.576,0.486,25369,14092,0.5242,0.4758,0.522,0.5038,0.0283,0.0507,0.0393,0.0542
Kayn,Evelynn,141,28,2.34,3.04,0.485,0.511,17734,20641,0.4958,0.5042,0.4961,0.5243,0.0639,0.0339,0.013,0.0203
Olaf,Gwen,2,887,2.1,2.98,0.462,0.509,16327,18337,0.3899,0.6101,0.4805,0.4859,0.0198,0.0113,0.0127,0.2427
Udyr,Ivern,77,427,2.62,3.35,0.405,0.465,8687,7204,0.4595,0.5405,0.4838,0.5256,0.0211,0.009,0.0151,0.0018
Jarvan IV,Zac,59,154,3.54,3.47,0.606,0.532,13639,13463,0.5225,0.4775,0.5015,0.5129,0.0237,0.0361,0.0007,0.0073
Shyvana,Trundle,102,48,2.5,2.96,0.424,0.472,16397,12224,0.4685,0.5315,0.4748,0.4991,0.0057,0.0085,0.0008,0.0007
Shyvana,Gwen,102,887,2.53,2.52,0.461,0.442,17755,16145,0.5101,0.4899,0.4748,0.4859,0.0057,0.0113,0.0008,0.2427
Amumu,Master Yi,32,11,2.77,2.04,0.467,0.457,12576,16070,0.5166,0.4834,0.4848,0.466,0.0063,0.023,0.0017,0.0052
Elise,Nunu & Willump,60,20,2.96,2.86,0.513,0.529,15626,10452,0.5234,0.4766,0.5268,0.505,0.1231,0.0373,0.514,0.011
Shyvana,Ekko,102,245,2.52,3.12,0.436,0.497,17910,17258,0.5041,0.4959,0.4748,0.494,0.0057,0.0476,0.0008,0.0128
Warwick,Karthus,19,30,2.43,2.73,0.482,0.581,13097,28467,0.4831,0.5169,0.51,0.522,0.0223,0.0283,0.003,0.0393
Gwen,Jax,887,24,2.09,2.66,0.437,0.459,14828,15640,0.4615,0.5385,0.4859,0.4894,0.0113,0.0052,0.2427,0.0239
Ivern,Zac,427,154,3.52,3.36,0.516,0.508,8799,11614,0.4756,0.5244,0.5256,0.5129,0.009,0.0361,0.0018,0.0073
Ekko,Hecarim,245,120,3.01,2.88,0.51,0.519,17765,14697,0.5653,0.4347,0.494,0.4491,0.0476,0.0182,0.0128,0.019
Wukong,Vi,62,254,2.96,2.4,0.501,0.465,13867,13510,0.5474,0.4526,0.4928,0.4944,0.0079,0.0131,0.0097,0.0008
Morgana,Viego,25,234,3.09,2.27,0.511,0.471,15866,15234,0.5265,0.4735,0.5135,0.4786,0.0793,0.0718,0.485,0.1371
Lee Sin,Morgana,64,25,2.77,2.95,0.522,0.525,14473,16115,0.4886,0.5114,0.5123,0.5135,0.2982,0.0793,0.4717,0.485
Kayn,Karthus,141,30,2.49,2.45,0.494,0.554,18990,26282,0.5122,0.4878,0.4961,0.522,0.0639,0.0283,0.013,0.0393
Wukong,Master Yi,62,11,3.17,1.9,0.487,0.453,14442,15038,0.5487,0.4513,0.4928,0.466,0.0079,0.023,0.0097,0.0052
Gragas,Lee Sin,79,64,2.92,2.84,0.499,0.535,15593,14533,0.5064,0.4936,0.5147,0.5123,0.0191,0.2982,0.0032,0.4717
Rek'Sai,Volibear,421,106,2.59,2.87,0.516,0.503,14738,12767,0.4778,0.5222,0.5038,0.5031,0.0507,0.0147,0.0542,0.0476
Kayn,Wukong,141,62,2.38,3.06,0.496,0.499,17120,16031,0.4759,0.5241,0.4961,0.4928,0.0639,0.0079,0.013,0.0097
Nunu & Willump,Ivern,20,427,2.83,3.43,0.535,0.484,9810,7915,0.5066,0.4934,0.505,0.5256,0.0373,0.009,0.011,0.0018
Karthus,Zac,30,154,2.67,3.51,0.599,0.51,28697,13233,0.5028,0.4972,0.522,0.5129,0.0283,0.0361,0.0393,0.0073
Amumu,Kayn,32,141,2.68,2.55,0.479,0.506,14327,18244,0.4913,0.5087,0.4848,0.4961,0.0063,0.0639,0.0017,0.013
Zac,Lillia,154,876,3.45,2.82,0.508,0.512,12572,19181,0.5314,0.4686,0.5129,0.454,0.0361,0.0152,0.0073,0.0037
Amumu,Zac,32,154,2.56,3.9,0.488,0.541,14204,14007,0.4545,0.5455,0.4848,0.5129,0.0063,0.0361,0.0017,0.0073
Warwick,Vi,19,254,2.86,2.21,0.508,0.48,13073,13515,0.582,0.418,0.51,0.4944,0.0223,0.0131,0.003,0.0008
Rumble,Jarvan IV,68,59,2.69,3.31,0.53,0.593,18858,12640,0.4852,0.5148,0.4892,0.5015,0.1175,0.0237,0.2828,0.0007
Olaf,Taliyah,2,163,2.19,2.95,0.476,0.543,15756,18644,0.431,0.569,0.4805,0.5241,0.0198,0.0269,0.0127,0.0032
Kindred,Nocturne,203,56,2.28,2.55,0.505,0.486,17400,14267,0.4899,0.5101,0.5016,0.498,0.1107,0.0378,0.0594,0.0236
Zac,Karthus,154,30,3.51,2.67,0.51,0.599,13233,28697,0.4972,0.5028,0.5129,0.522,0.0361,0.0283,0.0073,0.0393
Morgana,Nocturne,25,56,3.01,2.6,0.517,0.489,16022,14993,0.5147,0.4853,0.5135,0.498,0.0793,0.0378,0.485,0.0236
Karthus,Elise,30,60,2.4,2.74,0.565,0.487,24614,15432,0.4895,0.5105,0.522,0.5268,0.0283,0.1231,0.0393,0.514
Amumu,Jarvan IV,32,59,2.64,3.32,0.485,0.595,14097,13481,0.5287,0.4713,0.4848,0.5015,0.0063,0.0237,0.0017,0.0007
Graves,Rek'Sai,104,421,2.27,2.7,0.473,0.499,15035,14129,0.4369,0.5631,0.4524,0.5038,0.0537,0.0507,0.0228,0.0542
Elise,Rek'Sai,60,421,2.87,2.39,0.517,0.507,15267,13641,0.5282,0.4718,0.5268,0.5038,0.1231,0.0507,0.514,0.0542
Olaf,Evelynn,2,28,2.34,3.06,0.479,0.516,15878,19604,0.504,0.496,0.4805,0.5243,0.0198,0.0339,0.0127,0.0203
Morgana,Gwen,25,887,3.41,2.35,0.514,0.454,15777,15629,0.5657,0.4343,0.5135,0.4859,0.0793,0.0113,0.485,0.2427
Diana,Jax,131,24,2.38,2.52,0.491,0.445,16816,14288,0.4837,0.5163,0.4855,0.4894,0.0876,0.0052,0.0866,0.0239
Xin Zhao,Taliyah,5,163,2.37,2.64,0.489,0.53,15259,16993,0.5271,0.4729,0.5188,0.5241,0.0734,0.0269,0.0173,0.0032
Morgana,Hecarim,25,120,3.24,2.59,0.522,0.493,16819,12963,0.5623,0.4377,0.5135,0.4491,0.0793,0.0182,0.485,0.019
Kayn,Xin Zhao,141,5,2.35,2.5,0.504,0.487,16936,17512,0.4739,0.5261,0.4961,0.5188,0.0639,0.0734,0.013,0.0173
Fiddlesticks,Ekko,9,245,2.86,2.92,0.505,0.514,16729,17421,0.5155,0.4845,0.5293,0.494,0.0349,0.0476,0.0151,0.0128
Ivern,Hecarim,427,120,3.69,2.67,0.507,0.511,8439,12578,0.5225,0.4775,0.5256,0.4491,0.009,0.0182,0.0018,0.019
Rammus,Kayn,33,141,2.99,2.62,0.503,0.501,12827,17013,0.5031,0.4969,0.5005,0.4961,0.0151,0.0639,0.0178,0.013
Hecarim,Sejuani,120,113,2.59,3.65,0.529,0.522,13984,13620,0.3952,0.6048,0.4491,0.5138,0.0182,0.0168,0.019,0.0009
Nidalee,Udyr,76,77,2.76,2.89,0.496,0.469,15617,10415,0.491,0.509,0.4819,0.4838,0.104,0.0211,0.0465,0.0151
Warwick,Ekko,19,245,2.58,2.72,0.506,0.513,13702,17499,0.5033,0.4967,0.51,0.494,0.0223,0.0476,0.003,0.0128
Rengar,Nocturne,107,56,2.35,2.59,0.474,0.493,17084,15719,0.4841,0.5159,0.4819,0.498,0.0086,0.0378,0.0111,0.0236
Ekko,Taliyah,245,163,2.76,2.77,0.497,0.534,16414,19185,0.5,0.5,0.494,0.5241,0.0476,0.0269,0.0128,0.0032
Jax,Gragas,24,79,2.15,3.1,0.436,0.494,13716,14999,0.521,0.479,0.4894,0.5147,0.0052,0.0191,0.0239,0.0032
Volibear,Lillia,106,876,2.89,2.71,0.467,0.516,12456,18326,0.5833,0.4167,0.5031,0.454,0.0147,0.0152,0.0476,0.0037
Rek'Sai,Gwen,421,887,2.99,2.38,0.523,0.464,15613,16267,0.5063,0.4937,0.5038,0.4859,0.0507,0.0113,0.0542,0.2427
Shaco,Rek'Sai,35,421,2.87,2.5,0.521,0.509,14701,14869,0.5161,0.4839,0.5114,0.5038,0.0741,0.0507,0.287,0.0542
Warwick,Zac,19,154,2.56,3.53,0.515,0.534,14440,13871,0.4803,0.5197,0.51,0.5129,0.0223,0.0361,0.003,0.0073
Rammus,Elise,33,60,2.66,2.97,0.502,0.516,11454,16055,0.4662,0.5338,0.5005,0.5268,0.0151,0.1231,0.0178,0.514
Kayn,Zac,141,154,2.61,3.75,0.509,0.525,19021,14468,0.4911,0.5089,0.4961,0.5129,0.0639,0.0361,0.013,0.0073
Rammus,Taliyah,33,163,2.72,3.09,0.496,0.547,11370,20146,0.5015,0.4985,0.5005,0.5241,0.0151,0.0269,0.0178,0.0032
Shyvana,Rumble,102,68,2.66,2.83,0.457,0.506,18242,17910,0.5313,0.4688,0.4748,0.4892,0.0057,0.1175,0.0008,0.2828
Shaco,Nocturne,35,56,2.95,2.43,0.521,0.489,15510,15322,0.5084,0.4916,0.5114,0.498,0.0741,0.0378,0.287,0.0236
Rumble,Jax,68,24,2.84,2.22,0.531,0.441,18754,14130,0.4822,0.5178,0.4892,0.4894,0.1175,0.0052,0.2828,0.0239
Gragas,Nocturne,79,56,2.82,2.77,0.494,0.504,15748,15631,0.4591,0.5409,0.5147,0.498,0.0191,0.0378,0.0032,0.0236
Rengar,Shyvana,107,102,2.41,2.5,0.457,0.457,17263,18250,0.4327,0.5673,0.4819,0.4748,0.0086,0.0057,0.0111,0.0008
Udyr,Jax,77,24,2.76,2.4,0.455,0.459,10498,14126,0.47,0.53,0.4838,0.4894,0.0211,0.0052,0.0151,0.0239
Shaco,Warwick,35,19,3.06,2.27,0.53,0.488,15606,12836,0.5156,0.4844,0.5114,0.51,0.0741,0.0223,0.287,0.003
Master Yi,Jax,11,24,2.0,2.45,0.45,0.448,14312,14317,0.4735,0.5265,0.466,0.4894,0.023,0.0052,0.0052,0.0239
Kindred,Nidalee,203,76,2.28,2.67,0.499,0.491,17004,15246,0.5317,0.4683,0.5016,0.4819,0.1107,0.104,0.0594,0.0465
Kindred,Master Yi,203,11,2.3,2.2,0.497,0.465,16492,15825,0.4899,0.5101,0.5016,0.466,0.1107,0.023,0.0594,0.0052
Jarvan IV,Lillia,59,876,3.43,2.45,0.586,0.478,12560,16653,0.5487,0.4513,0.5015,0.454,0.0237,0.0152,0.0007,0.0037
Gwen,Evelynn,887,28,2.33,3.09,0.462,0.511,15957,19951,0.4776,0.5224,0.4859,0.5243,0.0113,0.0339,0.2427,0.0203
Kindred,Fiddlesticks,203,9,2.27,2.88,0.505,0.498,17004,15498,0.4641,0.5359,0.5016,0.5293,0.1107,0.0349,0.0594,0.0151
Kindred,Gwen,203,887,2.44,2.36,0.506,0.455,17790,15482,0.529,0.471,0.5016,0.4859,0.1107,0.0113,0.0594,0.2427
Rengar,Shaco,107,35,2.13,2.98,0.465,0.513,16136,14989,0.4652,0.5348,0.4819,0.5114,0.0086,0.0741,0.0111,0.287
Kindred,Karthus,203,30,2.39,2.4,0.512,0.55,18311,24212,0.4902,0.5098,0.5016,0.522,0.1107,0.0283,0.0594,0.0393
Fiddlesticks,Amumu,9,32,2.94,2.72,0.498,0.485,16527,13625,0.5457,0.4543,0.5293,0.4848,0.0349,0.0063,0.0151,0.0017
Nidalee,Amumu,76,32,2.64,2.64,0.481,0.474,16734,12852,0.4554,0.5446,0.4819,0.4848,0.104,0.0063,0.0465,0.0017
Warwick,Hecarim,19,120,2.66,2.72,0.51,0.52,14032,13659,0.5473,0.4527,0.51,0.4491,0.0223,0.0182,0.003,0.019
Kha'Zix,Graves,121,104,2.58,2.23,0.47,0.461,16420,15163,0.5434,0.4566,0.5083,0.4524,0.0498,0.0537,0.0054,0.0228
Fiddlesticks,Kayn,9,141,3.0,2.33,0.502,0.495,16493,16941,0.5446,0.4554,0.5293,0.4961,0.0349,0.0639,0.0151,0.013
Zac,Rengar,154,107,4.01,2.34,0.521,0.471,13813,16492,0.5271,0.4729,0.5129,0.4819,0.0361,0.0086,0.0073,0.0111
Morgana,Gragas,25,79,3.24,2.7,0.533,0.464,16886,14822,0.5336,0.4664,0.5135,0.5147,0.0793,0.0191,0.485,0.0032
Rumble,Nunu & Willump,68,20,2.83,3.05,0.532,0.531,19316,11354,0.4823,0.5177,0.4892,0.505,0.1175,0.0373,0.2828,0.011
Nocturne,Jarvan IV,56,59,2.58,3.27,0.504,0.602,15095,13252,0.5232,0.4768,0.498,0.5015,0.0378,0.0237,0.0236,0.0007
Lee Sin,Fiddlesticks,64,9,2.94,2.83,0.539,0.513,14722,16174,0.4818,0.5182,0.5123,0.5293,0.2982,0.0349,0.4717,0.0151
Elise,Master Yi,60,11,3.06,1.86,0.497,0.457,15001,14164,0.5654,0.4346,0.5268,0.466,0.1231,0.023,0.514,0.0052
Karthus,Kindred,30,203,2.4,2.39,0.55,0.512,24212,18311,0.5098,0.4902,0.522,0.5016,0.0283,0.1107,0.0393,0.0594
Rumble,Rek'Sai,68,421,2.79,2.58,0.539,0.511,18438,14557,0.4934,0.5066,0.4892,0.5038,0.1175,0.0507,0.2828,0.0542
Kindred,Taliyah,203,163,2.28,2.66,0.502,0.527,16277,17219,0.4984,0.5016,0.5016,0.5241,0.1107,0.0269,0.0594,0.0032
Evelynn,Nocturne,28,56,3.06,2.48,0.522,0.492,20521,15411,0.5193,0.4807,0.5243,0.498,0.0339,0.0378,0.0203,0.0236
Ivern,Lee Sin,427,64,3.4,2.76,0.487,0.538,7804,13038,0.5073,0.4927,0.5256,0.5123,0.009,0.2982,0.0018,0.4717
Ekko,Jarvan IV,245,59,2.8,3.32,0.51,0.601,17531,13832,0.5058,0.4942,0.494,0.5015,0.0476,0.0237,0.0128,0.0007
Taliyah,Nunu & Willump,163,20,2.92,2.95,0.545,0.519,18670,10248,0.5157,0.4843,0.5241,0.505,0.0269,0.0373,0.0032,0.011
Morgana,Nunu & Willump,25,20,3.38,2.74,0.53,0.503,16550,10073,0.5451,0.4549,0.5135,0.505,0.0793,0.0373,0.485,0.011
Zac,Lee Sin,154,64,3.63,2.85,0.535,0.54,13749,15736,0.5287,0.4713,0.5129,0.5123,0.0361,0.2982,0.0073,0.4717
Viego,Rek'Sai,234,421,2.15,2.76,0.482,0.515,14529,14816,0.4755,0.5245,0.4786,0.5038,0.0718,0.0507,0.1371,0.0542
Taliyah,Viego,163,234,2.92,2.19,0.547,0.48,19150,15163,0.5343,0.4657,0.5241,0.4786,0.0269,0.0718,0.0032,0.1371
Wukong,Elise,62,60,2.61,2.76,0.48,0.502,13694,15249,0.491,0.509,0.4928,0.5268,0.0079,0.1231,0.0097,0.514
Kha'Zix,Jarvan IV,121,59,2.47,3.21,0.488,0.585,17020,12624,0.4825,0.5175,0.5083,0.5015,0.0498,0.0237,0.0054,0.0007
Taliyah,Graves,163,104,2.95,2.28,0.521,0.468,17992,14769,0.5759,0.4241,0.5241,0.4524,0.0269,0.0537,0.0032,0.0228
Lillia,Hecarim,876,120,2.7,2.91,0.507,0.529,18396,14282,0.5147,0.4853,0.454,0.4491,0.0152,0.0182,0.0037,0.019
Nidalee,Gragas,76,79,2.66,2.99,0.507,0.479,16699,15092,0.4652,0.5348,0.4819,0.5147,0.104,0.0191,0.0465,0.0032
Gwen,Ekko,887,245,2.44,3.05,0.47,0.509,17596,17417,0.4727,0.5273,0.4859,0.494,0.0113,0.0476,0.2427,0.0128
Viego,Nidalee,234,76,2.16,2.88,0.465,0.5,14859,16890,0.5005,0.4995,0.4786,0.4819,0.0718,0.104,0.1371,0.0465
Fiddlesticks,Trundle,9,48,2.97,2.87,0.488,0.502,15940,12338,0.562,0.438,0.5293,0.4991,0.0349,0.0085,0.0151,0.0007
Udyr,Jarvan IV,77,59,2.74,3.52,0.478,0.608,11367,13002,0.4945,0.5055,0.4838,0.5015,0.0211,0.0237,0.0151,0.0007
Kindred,Lillia,203,876,2.58,2.27,0.516,0.458,17963,14781,0.5647,0.4353,0.5016,0.454,0.1107,0.0152,0.0594,0.0037
Nunu & Willump,Nocturne,20,56,3.15,2.62,0.531,0.498,11454,15034,0.5168,0.4832,0.505,0.498,0.0373,0.0378,0.011,0.0236
Trundle,Shyvana,48,102,2.96,2.5,0.472,0.424,12224,16397,0.5315,0.4685,0.4991,0.4748,0.0085,0.0057,0.0007,0.0008
Trundle,Amumu,48,32,3.16,2.45,0.503,0.493,13164,13748,0.5565,0.4435,0.4991,0.4848,0.0085,0.0063,0.0007,0.0017
Nidalee,Nocturne,76,56,2.61,2.71,0.494,0.49,15877,14726,0.451,0.549,0.4819,0.498,0.104,0.0378,0.0465,0.0236
Viego,Trundle,234,48,2.18,2.98,0.48,0.508,15960,12483,0.4742,0.5258,0.4786,0.4991,0.0718,0.0085,0.1371,0.0007
Jax,Kha'Zix,24,121,2.1,2.51,0.421,0.471,13552,16270,0.4966,0.5034,0.4894,0.5083,0.0052,0.0498,0.0239,0.0054
Ivern,Volibear,427,106,3.77,2.83,0.481,0.504,8723,11188,0.5269,0.4731,0.5256,0.5031,0.009,0.0147,0.0018,0.0476
Nidalee,Jax,76,24,2.81,2.26,0.492,0.445,16558,14472,0.4833,0.5167,0.4819,0.4894,0.104,0.0052,0.0465,0.0239
Poppy,Hecarim,78,120,3.05,2.75,0.502,0.528,14158,13594,0.56,0.44,0.4965,0.4491,0.0305,0.0182,0.0381,0.019
Viego,Poppy,234,78,2.35,2.8,0.488,0.497,15729,13664,0.4979,0.5021,0.4786,0.4965,0.0718,0.0305,0.1371,0.0381
Morgana,Trundle,25,48,3.14,2.79,0.507,0.487,16411,11593,0.5146,0.4854,0.5135,0.4991,0.0793,0.0085,0.485,0.0007
Rek'Sai,Kindred,421,203,2.53,2.23,0.499,0.512,13543,16574,0.4932,0.5068,0.5038,0.5016,0.0507,0.1107,0.0542,0.0594
Kayn,Rumble,141,68,2.51,2.76,0.495,0.517,17489,19493,0.5243,0.4757,0.4961,0.4892,0.0639,0.1175,0.013,0.2828
Graves,Elise,104,60,2.29,2.84,0.473,0.483,14856,14687,0.4341,0.5659,0.4524,0.5268,0.0537,0.1231,0.0228,0.514
Poppy,Kayn,78,141,3.12,2.23,0.506,0.48,15119,15598,0.5395,0.4605,0.4965,0.4961,0.0305,0.0639,0.0381,0.013
Kha'Zix,Rumble,121,68,2.53,2.56,0.484,0.507,17233,17773,0.5131,0.4869,0.5083,0.4892,0.0498,0.1175,0.0054,0.2828
Rek'Sai,Wukong,421,62,2.55,2.72,0.51,0.518,14118,13906,0.4641,0.5359,0.5038,0.4928,0.0507,0.0079,0.0542,0.0097
Kha'Zix,Poppy,121,78,2.44,2.69,0.475,0.491,16429,13520,0.5073,0.4927,0.5083,0.4965,0.0498,0.0305,0.0054,0.0381
Nidalee,Rumble,76,68,2.82,2.68,0.499,0.512,16938,18030,0.497,0.503,0.4819,0.4892,0.104,0.1175,0.0465,0.2828
Lee Sin,Nunu & Willump,64,20,3.1,2.91,0.547,0.537,15483,11181,0.5074,0.4926,0.5123,0.505,0.2982,0.0373,0.4717,0.011
Kindred,Diana,203,131,2.44,2.33,0.515,0.488,17368,16463,0.5113,0.4887,0.5016,0.4855,0.1107,0.0876,0.0594,0.0866
Poppy,Graves,78,104,3.16,2.26,0.491,0.468,13270,15293,0.575,0.425,0.4965,0.4524,0.0305,0.0537,0.0381,0.0228
Trundle,Warwick,48,19,2.98,2.37,0.529,0.489,13228,12931,0.5216,0.4784,0.4991,0.51,0.0085,0.0223,0.0007,0.003
Hecarim,Rengar,120,107,2.69,2.33,0.502,0.467,13717,16421,0.4689,0.5311,0.4491,0.4819,0.0182,0.0086,0.019,0.0111
Sejuani,Gragas,113,79,3.52,2.87,0.529,0.485,13003,15526,0.5419,0.4581,0.5138,0.5147,0.0168,0.0191,0.0009,0.0032
Udyr,Rammus,77,33,2.97,2.92,0.48,0.512,10833,11691,0.5,0.5,0.4838,0.5005,0.0211,0.0151,0.0151,0.0178
Lillia,Jarvan IV,876,59,2.45,3.43,0.478,0.586,16653,12560,0.4513,0.5487,0.454,0.5015,0.0152,0.0237,0.0037,0.0007
Sejuani,Karthus,113,30,3.59,2.53,0.53,0.567,12610,26693,0.5066,0.4934,0.5138,0.522,0.0168,0.0283,0.0009,0.0393
Rek'Sai,Shaco,421,35,2.5,2.87,0.509,0.521,14869,14701,0.4839,0.5161,0.5038,0.5114,0.0507,0.0741,0.0542,0.287
Zac,Olaf,154,2,3.78,2.47,0.537,0.496,13904,18377,0.5539,0.4461,0.5129,0.4805,0.0361,0.0198,0.0073,0.0127
Nidalee,Kha'Zix,76,121,2.42,2.55,0.484,0.477,15338,16840,0.4645,0.5355,0.4819,0.5083,0.104,0.0498,0.0465,0.0054
Vi,Jarvan IV,254,59,2.56,3.23,0.486,0.604,14184,12319,0.5269,0.4731,0.4944,0.5015,0.0131,0.0237,0.0008,0.0007
Hecarim,Fiddlesticks,120,9,2.94,2.95,0.516,0.505,13187,15887,0.4588,0.5412,0.4491,0.5293,0.0182,0.0349,0.019,0.0151
Graves,Volibear,104,106,2.56,2.89,0.485,0.473,17150,11961,0.4812,0.5188,0.4524,0.5031,0.0537,0.0147,0.0228,0.0476
Rumble,Ivern,68,427,2.61,3.75,0.523,0.492,17664,8023,0.4637,0.5363,0.4892,0.5256,0.1175,0.009,0.2828,0.0018
Ekko,Lee Sin,245,64,2.67,2.92,0.509,0.531,17178,15748,0.4962,0.5038,0.494,0.5123,0.0476,0.2982,0.0128,0.4717
Zac,Poppy,154,78,3.54,2.96,0.522,0.523,13584,15067,0.5061,0.4939,0.5129,0.4965,0.0361,0.0305,0.0073,0.0381
Sejuani,Warwick,113,19,3.22,2.57,0.528,0.522,12880,13674,0.4774,0.5226,0.5138,0.51,0.0168,0.0223,0.0009,0.003
Ekko,Lee Sin,245,64,2.67,2.92,0.509,0.531,17178,15748,0.4962,0.5038,0.494,0.5123,0.0476,0.2982,0.0128,0.4717
Sejuani,Lee Sin,113,64,3.32,2.87,0.54,0.548,13098,14983,0.5187,0.4813,0.5138,0.5123,0.0168,0.2982,0.0009,0.4717
Master Yi,Olaf,11,2,2.21,2.38,0.474,0.47,17359,15447,0.5307,0.4693,0.466,0.4805,0.023,0.0198,0.0052,0.0127
Gwen,Poppy,887,78,2.43,2.87,0.458,0.466,16112,13069,0.4825,0.5175,0.4859,0.4965,0.0113,0.0305,0.2427,0.0381
Rammus,Xin Zhao,33,5,2.9,2.4,0.526,0.494,12641,15699,0.4942,0.5058,0.5005,0.5188,0.0151,0.0734,0.0178,0.0173
Sejuani,Xin Zhao,113,5,3.45,2.29,0.539,0.49,12643,15826,0.5046,0.4954,0.5138,0.5188,0.0168,0.0734,0.0009,0.0173
Zac,Kayn,154,141,3.75,2.61,0.525,0.509,14468,19021,0.5089,0.4911,0.5129,0.4961,0.0361,0.0639,0.0073,0.013
Sejuani,Rek'Sai,113,421,3.31,2.66,0.544,0.538,13274,15291,0.5096,0.4904,0.5138,0.5038,0.0168,0.0507,0.0009,0.0542
Shyvana,Shaco,102,35,2.43,3.1,0.448,0.502,17716,15160,0.4854,0.5146,0.4748,0.5114,0.0057,0.0741,0.0008,0.287
Wukong,Kayn,62,141,3.06,2.38,0.499,0.496,16031,17120,0.5241,0.4759,0.4928,0.4961,0.0079,0.0639,0.0097,0.013
Kayn,Master Yi,141,11,2.38,2.23,0.49,0.464,16875,17692,0.4831,0.5169,0.4961,0.466,0.0639,0.023,0.013,0.0052
Karthus,Xin Zhao,30,5,2.34,2.56,0.557,0.479,25367,16865,0.4516,0.5484,0.522,0.5188,0.0283,0.0734,0.0393,0.0173
Taliyah,Sejuani,163,113,3.0,2.98,0.554,0.524,19792,11448,0.5402,0.4598,0.5241,0.5138,0.0269,0.0168,0.0032,0.0009
Master Yi,Zac,11,154,2.08,4.01,0.472,0.526,16939,13205,0.4474,0.5526,0.466,0.5129,0.023,0.0361,0.0052,0.0073
Nunu & Willump,Lee Sin,20,64,2.91,3.1,0.537,0.547,11181,15483,0.4926,0.5074,0.505,0.5123,0.0373,0.2982,0.011,0.4717
Sejuani,Jax,113,24,3.75,2.16,0.53,0.453,13406,14697,0.5725,0.4275,0.5138,0.4894,0.0168,0.0052,0.0009,0.0239
Zac,Nocturne,154,56,3.78,2.67,0.534,0.512,13896,15833,0.5193,0.4807,0.5129,0.498,0.0361,0.0378,0.0073,0.0236
Rammus,Jarvan IV,33,59,2.8,3.52,0.52,0.606,12429,13141,0.481,0.519,0.5005,0.5015,0.0151,0.0237,0.0178,0.0007
Sejuani,Kayn,113,141,3.48,2.51,0.528,0.51,13677,17691,0.5008,0.4992,0.5138,0.4961,0.0168,0.0639,0.0009,0.013
Evelynn,Ivern,28,427,2.81,3.69,0.504,0.513,18419,8011,0.4845,0.5155,0.5243,0.5256,0.0339,0.009,0.0203,0.0018
Xin Zhao,Jax,5,24,2.27,2.43,0.486,0.452,15122,14307,0.4892,0.5108,0.5188,0.4894,0.0734,0.0052,0.0173,0.0239
Kindred,Morgana,203,25,2.3,2.88,0.496,0.498,17425,14460,0.4931,0.5069,0.5016,0.5135,0.1107,0.0793,0.0594,0.485
Evelynn,Poppy,28,78,2.93,2.79,0.513,0.484,19025,13836,0.5031,0.4969,0.5243,0.4965,0.0339,0.0305,0.0203,0.0381
Graves,Rammus,104,33,2.47,3.05,0.483,0.494,15755,11559,0.4372,0.5628,0.4524,0.5005,0.0537,0.0151,0.0228,0.0178
Zac,Ekko,154,245,3.77,2.93,0.526,0.521,13990,18340,0.5155,0.4845,0.5129,0.494,0.0361,0.0476,0.0073,0.0128
Rammus,Evelynn,33,28,2.81,3.04,0.501,0.52,12374,19887,0.4987,0.5013,0.5005,0.5243,0.0151,0.0339,0.0178,0.0203
Warwick,Nocturne,19,56,2.54,2.54,0.513,0.507,13656,15445,0.5185,0.4815,0.51,0.498,0.0223,0.0378,0.003,0.0236
Jarvan IV,Kha'Zix,59,121,3.21,2.47,0.585,0.488,12624,17020,0.5175,0.4825,0.5015,0.5083,0.0237,0.0498,0.0007,0.0054
Volibear,Rammus,106,33,3.2,2.88,0.514,0.523,13748,12447,0.5027,0.4973,0.5031,0.5005,0.0147,0.0151,0.0476,0.0178
Nocturne,Poppy,56,78,2.79,2.69,0.504,0.499,15199,13932,0.537,0.463,0.498,0.4965,0.0378,0.0305,0.0236,0.0381
Rammus,Volibear,33,106,2.88,3.2,0.523,0.514,12447,13748,0.4973,0.5027,0.5005,0.5031,0.0151,0.0147,0.0178,0.0476
Elise,Rammus,60,33,2.97,2.66,0.516,0.502,16055,11454,0.5338,0.4662,0.5268,0.5005,0.1231,0.0151,0.514,0.0178
Amumu,Evelynn,32,28,2.69,3.07,0.49,0.508,13674,20176,0.4634,0.5366,0.4848,0.5243,0.0063,0.0339,0.0017,0.0203
Wukong,Lee Sin,62,64,2.74,2.84,0.51,0.537,15259,15057,0.501,0.499,0.4928,0.5123,0.0079,0.2982,0.0097,0.4717
Rengar,Ivern,107,427,2.54,2.85,0.49,0.459,13992,6819,0.6164,0.3836,0.4819,0.5256,0.0086,0.009,0.0111,0.0018
Nidalee,Shaco,76,35,2.44,2.9,0.483,0.511,16116,15075,0.4527,0.5473,0.4819,0.5114,0.104,0.0741,0.0465,0.287
Elise,Jax,60,24,2.89,2.06,0.505,0.43,15546,13157,0.5417,0.4583,0.5268,0.4894,0.1231,0.0052,0.514,0.0239
