champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate,position
Akali,Garen,84,86,2.1,2.07,0.5553,0.4447,0.38,0.35100000000000003,18669.0,15746.0,0 days 00:16:29,0 days 00:18:08,0.5099,0.4901,0.4693,0.5028,0.0659,0.0341,0.2186,0.0168,top
Sion,Gwen,14,887,2.25,1.89,0.3491,0.6509,0.39299999999999996,0.371,15798.0,22533.0,0 days 00:17:11,0 days 00:18:45,0.5169,0.4831,0.5135,0.5003,0.0301,0.0608,0.0051,0.2419,top
Jax,Mordekaiser,24,82,1.65,1.78,0.5167,0.4833,0.341,0.35100000000000003,17259.0,17281.0,0 days 00:17:13,0 days 00:17:01,0.5014,0.4986,0.5016,0.4973,0.0422,0.0419,0.0243,0.0158,top
Malphite,Yone,54,777,2.76,1.62,0.5686,0.4314,0.39799999999999996,0.36200000000000004,14958.0,16758.0,0 days 00:17:03,0 days 00:17:58,0.523,0.47700000000000004,0.5058,0.4743,0.046,0.0071,0.1194,0.0515,top
Ryze,Dr. Mundo,13,36,1.66,2.78,0.3023,0.6977,0.309,0.382,18611.0,16703.0,0 days 00:16:59,0 days 00:17:41,0.4148,0.5852,0.4447,0.4922,0.0104,0.0063,0.0025,0.0009,top
Gnar,Shen,150,98,2.2,3.04,0.5302,0.4698,0.395,0.44799999999999995,17971.0,11286.0,0 days 00:21:25,0 days 00:15:13,0.4997,0.5003,0.5,0.5191,0.0553,0.0775,0.0649,0.1125,top
Fiora,Lee Sin,114,64,1.7,2.02,0.5081,0.4919,0.37200000000000005,0.425,19131.0,18592.0,0 days 00:16:15,0 days 00:15:54,0.4924,0.5076,0.508,0.5086,0.0525,0.0572,0.0698,0.4689,top
Malphite,Sion,54,14,2.45,2.66,0.4277,0.5723,0.39799999999999996,0.423,15326.0,17031.0,0 days 00:17:21,0 days 00:20:20,0.4515,0.5485,0.5058,0.5135,0.046,0.0301,0.1194,0.0051,top
Rengar,Fiora,107,114,1.9,1.65,0.5439,0.4561,0.391,0.344,17538.0,17892.0,0 days 00:16:05,0 days 00:16:45,0.4919,0.5081,0.501,0.508,0.0175,0.0525,0.011000000000000001,0.0698,top
Trundle,Yone,48,777,1.9,1.62,0.6355,0.3645,0.38,0.369,17390.0,21114.0,0 days 00:15:51,0 days 00:14:30,0.6508,0.3492,0.4917,0.4778,0.0065,0.0071,0.0007,0.052000000000000005,top
Volibear,Yone,106,777,2.45,1.49,0.6921,0.3079,0.40299999999999997,0.337,16000.0,18418.0,0 days 00:17:48,0 days 00:16:54,0.4825,0.5175,0.5094,0.4743,0.0393,0.0071,0.0479,0.0515,top
Ryze,Poppy,13,78,1.79,2.32,0.4235,0.5765,0.33799999999999997,0.377,18479.0,13600.0,0 days 00:19:49,0 days 00:16:33,0.5128,0.4872,0.4447,0.5177,0.0104,0.0273,0.0025,0.0385,top
Teemo,Zac,17,154,1.56,2.92,0.3575,0.6425,0.325,0.41600000000000004,24715.0,15770.0,0 days 00:18:42,0 days 00:16:29,0.4876,0.5124,0.4977,0.5083,0.0139,0.011000000000000001,0.0104,0.0074,top
Lee Sin,Yorick,64,83,2.49,1.6,0.628,0.37200000000000005,0.436,0.302,18665.0,18109.0,0 days 00:15:29,0 days 00:16:47,0.5046,0.4954,0.5086,0.4796,0.0572,0.0053,0.4689,0.0032,top
Vayne,Volibear,67,106,1.39,2.22,0.4566,0.5434,0.353,0.38,20691.0,12420.0,0 days 00:17:39,0 days 00:16:50,0.4955,0.5045,0.4963,0.5094,0.016,0.0393,0.0528,0.0479,top
Riven,Akali,92,84,2.01,1.78,0.5549,0.4451,0.376,0.361,16541.0,16673.0,0 days 00:18:11,0 days 00:16:53,0.537,0.46299999999999997,0.5231,0.4693,0.04,0.0659,0.0043,0.2186,top
Teemo,Renekton,17,58,1.73,1.89,0.51,0.49,0.34,0.35100000000000003,23058.0,13176.0,0 days 00:16:58,0 days 00:16:46,0.5344,0.4656,0.4977,0.4912,0.0139,0.08800000000000001,0.0104,0.1333,top
Sett,Urgot,875,6,1.97,1.9,0.5351,0.4649,0.387,0.392,16969.0,17604.0,0 days 00:17:17,0 days 00:15:57,0.5152,0.4848,0.5074,0.5006,0.1382,0.0178,0.1052,0.0019,top
Poppy,Nasus,78,75,2.32,1.78,0.6039,0.3961,0.39899999999999997,0.336,20052.0,15893.0,0 days 00:18:03,0 days 00:17:34,0.4542,0.5458,0.5177,0.4941,0.0274,0.0166,0.0383,0.0043,top
Jayce,Gnar,126,150,1.81,2.21,0.4471,0.5529,0.39,0.387,20630.0,15297.0,0 days 00:17:01,0 days 00:16:44,0.4854,0.5146,0.4811,0.5,0.0719,0.0553,0.0497,0.0649,top
Zac,Cho'Gath,154,31,2.87,2.02,0.5802,0.4198,0.461,0.382,19306.0,19361.0,0 days 00:17:55,0 days 00:17:15,0.4964,0.5036,0.5083,0.5029,0.011000000000000001,0.01,0.0074,0.001,top
Sylas,Riven,517,92,1.72,2.02,0.436,0.564,0.397,0.38299999999999995,15441.0,16381.0,0 days 00:16:27,0 days 00:17:16,0.4576,0.5424,0.5016,0.5231,0.1206,0.04,0.242,0.0043,top
Sett,Yone,875,777,2.31,1.5,0.6857,0.3143,0.397,0.349,18722.0,17977.0,0 days 00:17:22,0 days 00:14:52,0.5701,0.4299,0.5074,0.4743,0.1382,0.0071,0.1052,0.0515,top
Viego,Sylas,234,517,1.79,1.84,0.5068,0.4932,0.385,0.39799999999999996,17109.0,15603.0,0 days 00:17:08,0 days 00:15:55,0.5281,0.4719,0.4815,0.5016,0.0141,0.1206,0.1378,0.242,top
Akali,Urgot,84,6,2.02,1.98,0.5415,0.4585,0.386,0.379,16727.0,17522.0,0 days 00:16:47,0 days 00:17:57,0.4584,0.5416,0.4693,0.5006,0.0659,0.0178,0.2186,0.0019,top
Yasuo,Cho'Gath,157,31,1.5,2.65,0.3896,0.6104,0.348,0.389,18809.0,16346.0,0 days 00:16:41,0 days 00:16:54,0.4727,0.5273,0.48200000000000004,0.5029,0.0091,0.01,0.1139,0.001,top
Jayce,Ornn,126,516,1.59,2.94,0.3495,0.6505,0.379,0.43,20692.0,13351.0,0 days 00:17:48,0 days 00:17:04,0.4364,0.5636,0.4811,0.5259,0.0719,0.0432,0.0497,0.005,top
Rengar,Poppy,107,78,1.89,2.26,0.5361,0.4639,0.39,0.4,16414.0,17256.0,0 days 00:17:08,0 days 00:17:46,0.4767,0.5233,0.501,0.5177,0.0175,0.0274,0.011000000000000001,0.0383,top
Trundle,Kayle,48,10,2.02,1.67,0.6599,0.3401,0.38,0.353,14988.0,17498.0,0 days 00:18:10,0 days 00:15:14,0.5226,0.4774,0.4917,0.5054,0.0065,0.0224,0.0007,0.0035,top
Sylas,Garen,517,86,1.79,2.17,0.4574,0.5426,0.39299999999999996,0.365,16078.0,16442.0,0 days 00:15:28,0 days 00:17:32,0.4682,0.5318,0.5016,0.5028,0.1206,0.0341,0.242,0.0168,top
Rumble,Riven,68,92,1.78,2.14,0.4251,0.5749,0.39299999999999996,0.39299999999999996,17566.0,16374.0,0 days 00:17:08,0 days 00:17:57,0.4538,0.5462,0.4868,0.5231,0.0289,0.04,0.2814,0.0043,top
Rumble,Tryndamere,68,23,1.81,1.94,0.3904,0.6096,0.391,0.373,19778.0,16872.0,0 days 00:15:04,0 days 00:18:10,0.4457,0.5543,0.4868,0.5069,0.0289,0.0164,0.2814,0.0044,top
Kalista,Poppy,429,78,1.06,3.02,0.3408,0.6592,0.317,0.419,15807.0,14843.0,0 days 00:17:02,0 days 00:15:54,0.3789,0.6211,0.43799999999999994,0.5177,0.0055,0.0273,0.0029,0.0385,top
Tryndamere,Yone,23,777,2.04,1.59,0.6513,0.3487,0.365,0.369,17774.0,19823.0,0 days 00:17:26,0 days 00:14:18,0.5299,0.4701,0.5069,0.4743,0.0164,0.0071,0.0044,0.0515,top
Yasuo,Volibear,157,106,1.31,2.78,0.2632,0.7368,0.33899999999999997,0.41600000000000004,15439.0,15870.0,0 days 00:16:38,0 days 00:16:53,0.4533,0.5467,0.48200000000000004,0.5094,0.0091,0.0393,0.1139,0.0479,top
Ornn,Garen,516,86,2.58,2.09,0.4889,0.5111,0.4,0.36700000000000005,15254.0,17406.0,0 days 00:16:19,0 days 00:18:12,0.4992,0.5008,0.5259,0.5028,0.0432,0.0341,0.005,0.0168,top
Zac,Rumble,154,68,2.72,1.83,0.5797,0.4203,0.428,0.41700000000000004,15862.0,21709.0,0 days 00:17:39,0 days 00:18:01,0.5631,0.4369,0.5083,0.4868,0.011000000000000001,0.0289,0.0074,0.2814,top
Sion,Poppy,14,78,2.41,2.09,0.45399999999999996,0.546,0.41100000000000003,0.392,16580.0,17613.0,0 days 00:19:58,0 days 00:18:09,0.5734,0.4266,0.5135,0.5177,0.0301,0.0274,0.0051,0.0383,top
Maokai,Cho'Gath,57,31,2.28,2.43,0.4212,0.5788,0.406,0.413,16623.0,19402.0,0 days 00:17:13,0 days 00:19:18,0.4286,0.5714,0.5325,0.5029,0.0188,0.01,0.0109,0.001,top
Yorick,Ornn,83,516,1.78,2.77,0.4345,0.5655,0.303,0.377,19476.0,14814.0,0 days 00:18:36,0 days 00:15:27,0.5079,0.4921,0.4766,0.5287,0.0054,0.0424,0.0033,0.0051,top
Kalista,Sylas,429,517,1.39,2.02,0.5616,0.4384,0.36200000000000004,0.41,17753.0,14600.0,0 days 00:17:35,0 days 00:14:21,0.4799,0.5201,0.43799999999999994,0.5022,0.0055,0.1205,0.0029,0.2411,top
Ornn,Sion,516,14,2.65,2.23,0.5845,0.4155,0.42100000000000004,0.41100000000000003,17855.0,17988.0,0 days 00:18:46,0 days 00:18:54,0.5295,0.4705,0.5259,0.5135,0.0432,0.0301,0.005,0.0051,top
Nasus,Irelia,75,39,2.05,1.58,0.4689,0.5311,0.35200000000000004,0.375,16301.0,18988.0,0 days 00:16:11,0 days 00:17:28,0.5719,0.4281,0.4941,0.4577,0.0166,0.0677,0.0043,0.1462,top
Renekton,Teemo,58,17,1.89,1.73,0.49,0.51,0.35100000000000003,0.34,13176.0,23058.0,0 days 00:16:46,0 days 00:16:58,0.4656,0.5344,0.4912,0.4977,0.08800000000000001,0.0139,0.1333,0.0104,top
Rumble,Garen,68,86,2.02,2.24,0.4858,0.5142,0.39399999999999996,0.371,19473.0,15178.0,0 days 00:16:11,0 days 00:17:36,0.4833,0.5167,0.4868,0.5028,0.0289,0.0341,0.2814,0.0168,top
Warwick,Rengar,19,107,2.04,1.83,0.5269,0.4731,0.418,0.39,17466.0,18102.0,0 days 00:17:27,0 days 00:17:52,0.5429999999999999,0.457,0.5144,0.501,0.0116,0.0175,0.003,0.011000000000000001,top
Sylas,Ryze,517,13,1.98,1.7,0.5612,0.4388,0.40299999999999997,0.355,16029.0,17910.0,0 days 00:16:43,0 days 00:17:49,0.537,0.46299999999999997,0.5016,0.4426,0.1206,0.0104,0.242,0.0025,top
Malphite,Teemo,54,17,2.55,1.58,0.5026,0.4974,0.38,0.316,15173.0,19550.0,0 days 00:16:51,0 days 00:20:08,0.5137,0.4863,0.5058,0.4977,0.046,0.0139,0.1194,0.0104,top
Rengar,Nasus,107,75,2.01,1.87,0.5376,0.4624,0.37200000000000005,0.335,19767.0,16374.0,0 days 00:16:50,0 days 00:17:11,0.4926,0.5074,0.501,0.4941,0.0175,0.0166,0.011000000000000001,0.0043,top
Gnar,Garen,150,86,2.27,2.07,0.5401,0.4599,0.389,0.35100000000000003,19369.0,14550.0,0 days 00:17:09,0 days 00:15:54,0.5323,0.4677,0.5,0.5028,0.0553,0.0341,0.0649,0.0168,top
Rumble,Wukong,68,62,1.97,2.15,0.495,0.505,0.41600000000000004,0.4,19597.0,15363.0,0 days 00:17:25,0 days 00:17:17,0.4709,0.5291,0.4868,0.5155,0.0289,0.0318,0.2814,0.0095,top
Heimerdinger,Quinn,74,133,1.53,2.13,0.4211,0.5789,0.32899999999999996,0.392,19989.0,16089.0,0 days 00:19:18,0 days 00:15:17,0.4561,0.5439,0.5131,0.5025,0.0086,0.0091,0.0085,0.0114,top
Wukong,Cho'Gath,62,31,2.24,2.07,0.561,0.439,0.41,0.37799999999999995,18265.0,16397.0,0 days 00:17:01,0 days 00:17:14,0.4748,0.5252,0.5155,0.5029,0.0318,0.01,0.0095,0.001,top
Lee Sin,Yone,64,777,2.54,1.5,0.6825,0.3175,0.455,0.364,18866.0,18812.0,0 days 00:16:59,0 days 00:15:16,0.5672,0.4328,0.5086,0.4743,0.0572,0.0071,0.4689,0.0515,top
Gnar,Zac,150,154,1.89,2.78,0.3933,0.6067,0.37799999999999995,0.41700000000000004,20876.0,15398.0,0 days 00:18:00,0 days 00:16:37,0.4628,0.5372,0.5,0.5083,0.0553,0.011000000000000001,0.0649,0.0074,top
Jayce,Camille,126,164,1.71,2.06,0.4651,0.5349,0.401,0.39899999999999997,20188.0,15470.0,0 days 00:17:18,0 days 00:15:52,0.4794,0.5206,0.4811,0.5,0.0719,0.0328,0.0497,0.0107,top
Trundle,Viego,48,234,2.11,1.62,0.7143,0.2857,0.41200000000000003,0.374,17783.0,18870.0,0 days 00:17:17,0 days 00:14:47,0.4821,0.5179,0.4917,0.48200000000000004,0.0065,0.0141,0.0007,0.1384,top
Aatrox,Gwen,266,887,1.91,1.8,0.4666,0.5334,0.36,0.358,17285.0,19895.0,0 days 00:16:47,0 days 00:17:16,0.4891,0.5109,0.5033,0.5003,0.1485,0.0608,0.1015,0.2419,top
Yasuo,Warwick,157,19,1.41,2.23,0.2993,0.7007,0.385,0.4,17884.0,15468.0,0 days 00:17:42,0 days 00:17:12,0.4907,0.5093,0.48200000000000004,0.5144,0.0091,0.0116,0.1139,0.003,top
Viego,Ryze,234,13,1.85,1.78,0.5973,0.4027,0.379,0.33299999999999996,16830.0,16323.0,0 days 00:17:35,0 days 00:17:09,0.4881,0.5119,0.4815,0.4426,0.0141,0.0104,0.1378,0.0025,top
Shen,Rengar,98,107,3.19,1.92,0.4795,0.5205,0.462,0.397,13662.0,16052.0,0 days 00:16:42,0 days 00:20:23,0.5461,0.4539,0.5191,0.501,0.0775,0.0175,0.1125,0.011000000000000001,top
Teemo,Jayce,17,126,1.75,2.0,0.5009,0.4991,0.33299999999999996,0.382,18754.0,20007.0,0 days 00:17:14,0 days 00:17:25,0.486,0.514,0.4977,0.4811,0.0139,0.0719,0.0104,0.0497,top
Urgot,Nocturne,6,56,1.97,1.99,0.4869,0.5131,0.397,0.395,16997.0,14627.0,0 days 00:16:10,0 days 00:16:16,0.4967,0.5033,0.5006,0.5331,0.0178,0.0142,0.0019,0.0231,top
Singed,Kled,27,240,2.06,2.55,0.36,0.64,0.405,0.429,19332.0,18473.0,0 days 00:16:13,0 days 00:18:08,0.4833,0.5167,0.5142,0.5165,0.0101,0.0294,0.0013,0.0122,top
Malphite,Sylas,54,517,1.89,2.29,0.3015,0.6985,0.368,0.452,14041.0,18515.0,0 days 00:16:40,0 days 00:19:07,0.4335,0.5665,0.5058,0.5016,0.046,0.1206,0.1194,0.242,top
Illaoi,Quinn,420,133,1.56,1.9,0.4851,0.5149,0.332,0.38799999999999996,17432.0,20731.0,0 days 00:19:23,0 days 00:15:50,0.4803,0.5197,0.4889,0.5025,0.0081,0.0091,0.0031,0.0114,top
Gwen,Pantheon,887,80,1.66,2.18,0.4974,0.5026,0.364,0.439,17408.0,19333.0,0 days 00:17:52,0 days 00:16:19,0.4742,0.5258,0.5003,0.5229,0.0608,0.0077,0.2419,0.1064,top
Ornn,Lucian,516,236,2.78,1.49,0.5668,0.4332,0.386,0.366,12153.0,18810.0,0 days 00:16:24,0 days 00:18:12,0.5643,0.4357,0.5259,0.4612,0.0432,0.0193,0.005,0.0429,top
Teemo,Volibear,17,106,1.62,2.23,0.4187,0.5813,0.335,0.369,22548.0,13735.0,0 days 00:18:47,0 days 00:16:44,0.5441,0.4559,0.4977,0.5094,0.0139,0.0393,0.0104,0.0479,top
Riven,Cho'Gath,92,31,2.01,2.07,0.5237,0.4763,0.379,0.389,17641.0,15899.0,0 days 00:17:42,0 days 00:17:22,0.4843,0.5157,0.5231,0.5029,0.04,0.01,0.0043,0.001,top
Sion,Darius,14,122,2.16,2.16,0.3395,0.6605,0.39,0.39799999999999996,15356.0,19630.0,0 days 00:16:36,0 days 00:19:11,0.4967,0.5033,0.5135,0.5073,0.0301,0.0449,0.0051,0.1331,top
Kayle,Sett,10,875,1.83,2.04,0.39299999999999996,0.607,0.36200000000000004,0.37200000000000005,17624.0,16728.0,0 days 00:16:05,0 days 00:17:39,0.501,0.499,0.5077,0.5074,0.0219,0.1382,0.0035,0.1052,top
Zac,Quinn,154,133,3.83,1.45,0.7123,0.2877,0.445,0.381,14553.0,20728.0,0 days 00:18:39,0 days 00:17:12,0.5825,0.4175,0.5083,0.5025,0.011000000000000001,0.0091,0.0074,0.0114,top
Ryze,Aatrox,13,266,1.51,2.45,0.3031,0.6969,0.33299999999999996,0.392,18800.0,16875.0,0 days 00:17:25,0 days 00:17:12,0.4399,0.5601,0.4447,0.5043,0.0104,0.1491,0.0025,0.1013,top
Dr. Mundo,Kled,36,240,2.09,2.57,0.4088,0.5912,0.397,0.436,21780.0,19089.0,0 days 00:16:34,0 days 00:16:43,0.5135,0.4865,0.4922,0.5172,0.0063,0.0282,0.0009,0.0121,top
Zac,Shen,154,98,2.71,2.74,0.6284,0.3716,0.44299999999999995,0.45799999999999996,17037.0,15924.0,0 days 00:21:16,0 days 00:16:54,0.4984,0.5016,0.5083,0.5191,0.011000000000000001,0.0775,0.0074,0.1125,top
Ornn,Shen,516,98,2.49,2.98,0.5242,0.4758,0.41700000000000004,0.457,14794.0,13697.0,0 days 00:20:43,0 days 00:17:20,0.4896,0.5104,0.5259,0.5191,0.0432,0.0775,0.005,0.1125,top
Aatrox,Mordekaiser,266,82,1.87,1.78,0.4477,0.5523,0.35600000000000004,0.35,17765.0,20928.0,0 days 00:17:45,0 days 00:17:54,0.4925,0.5075,0.5033,0.4973,0.1485,0.0419,0.1015,0.0158,top
Zac,Dr. Mundo,154,36,3.0,1.83,0.5944,0.4056,0.452,0.348,18842.0,22111.0,0 days 00:16:05,0 days 00:17:25,0.5152,0.4848,0.5083,0.4979,0.011000000000000001,0.0063,0.0074,0.0009,top
Riven,Camille,92,164,1.91,1.96,0.5212,0.4788,0.389,0.402,16789.0,17661.0,0 days 00:17:21,0 days 00:16:40,0.5,0.5,0.5231,0.5,0.04,0.0328,0.0043,0.0107,top
Nocturne,Wukong,56,62,1.81,2.33,0.3925,0.6075,0.39399999999999996,0.424,14373.0,16669.0,0 days 00:16:08,0 days 00:16:35,0.4892,0.5108,0.5331,0.5155,0.0142,0.0318,0.0231,0.0095,top
Ryze,Riven,13,92,1.56,2.34,0.3078,0.6922,0.335,0.38799999999999996,16120.0,15515.0,0 days 00:17:18,0 days 00:16:42,0.441,0.5589999999999999,0.4447,0.5244,0.0104,0.0401,0.0025,0.0043,top
Lucian,Maokai,236,57,1.39,2.8,0.4336,0.5664,0.348,0.395,17345.0,13186.0,0 days 00:16:53,0 days 00:16:18,0.3826,0.6174,0.4612,0.5325,0.0193,0.0188,0.0429,0.0109,top
Renekton,Shen,58,98,1.93,3.05,0.5166,0.4834,0.38299999999999995,0.45899999999999996,14767.0,13859.0,0 days 00:21:02,0 days 00:15:09,0.4626,0.5374,0.4912,0.5191,0.08800000000000001,0.0775,0.1333,0.1125,top
Sett,Kalista,875,429,2.51,1.15,0.619,0.381,0.40299999999999997,0.335,16652.0,17771.0,0 days 00:15:45,0 days 00:15:44,0.6083,0.3917,0.5074,0.4445,0.1382,0.0055,0.1052,0.0029,top
Rumble,Viego,68,234,2.1,1.8,0.5088,0.4912,0.425,0.392,20291.0,17335.0,0 days 00:16:55,0 days 00:17:22,0.4841,0.5159,0.4868,0.4815,0.0289,0.0141,0.2814,0.1378,top
Sion,Warwick,14,19,2.33,1.78,0.4295,0.5705,0.429,0.37799999999999995,18850.0,17437.0,0 days 00:19:19,0 days 00:17:39,0.5263,0.4737,0.5135,0.5144,0.0301,0.0116,0.0051,0.003,top
Dr. Mundo,Warwick,36,19,2.26,2.03,0.3956,0.6044,0.41600000000000004,0.424,22617.0,19649.0,0 days 00:18:28,0 days 00:16:17,0.5,0.5,0.4922,0.5149,0.0063,0.0116,0.0009,0.003,top
Darius,Malphite,122,54,1.81,2.48,0.498,0.502,0.36200000000000004,0.39799999999999996,14941.0,15619.0,0 days 00:18:47,0 days 00:16:51,0.4797,0.5203,0.5073,0.5058,0.0449,0.046,0.1331,0.1194,top
Gangplank,Vayne,41,67,2.09,1.54,0.4842,0.5158,0.39,0.353,16243.0,18277.0,0 days 00:17:47,0 days 00:15:51,0.4956,0.5044,0.4902,0.4963,0.0303,0.016,0.0235,0.0528,top
Jax,Sion,24,14,1.59,2.54,0.4996,0.5004,0.337,0.41600000000000004,18112.0,16360.0,0 days 00:17:38,0 days 00:17:28,0.4806,0.5194,0.5016,0.5135,0.0422,0.0301,0.0243,0.0051,top
Gwen,Kayle,887,10,1.84,1.91,0.5684,0.4316,0.34700000000000003,0.37200000000000005,16233.0,17679.0,0 days 00:17:25,0 days 00:17:01,0.4819,0.5181,0.5003,0.5077,0.0608,0.0219,0.2419,0.0035,top
Renekton,Trundle,58,48,1.93,1.88,0.47600000000000003,0.524,0.368,0.379,16191.0,16960.0,0 days 00:15:58,0 days 00:15:42,0.4502,0.5498,0.4912,0.4938,0.08800000000000001,0.0065,0.1333,0.0007,top
Trundle,Vladimir,48,8,1.87,2.0,0.5652,0.4348,0.377,0.34700000000000003,16691.0,21908.0,0 days 00:17:59,0 days 00:16:06,0.5,0.5,0.4917,0.4962,0.0065,0.0347,0.0007,0.0251,top
Tryndamere,Malphite,23,54,1.58,2.8,0.44,0.56,0.314,0.396,13822.0,18378.0,0 days 00:18:57,0 days 00:15:34,0.447,0.5529999999999999,0.5069,0.5058,0.0164,0.046,0.0044,0.1194,top
Ryze,Cho'Gath,13,31,1.81,2.38,0.3846,0.6154,0.344,0.41,21505.0,15812.0,0 days 00:18:24,0 days 00:17:07,0.4932,0.5068,0.4447,0.5063,0.0104,0.0101,0.0025,0.001,top
Mordekaiser,Sett,82,875,1.84,1.72,0.5341,0.4659,0.365,0.366,19165.0,17940.0,0 days 00:16:32,0 days 00:17:24,0.5102,0.4898,0.4973,0.5074,0.0419,0.1382,0.0158,0.1052,top
Dr. Mundo,Illaoi,36,420,2.52,1.56,0.5229,0.4771,0.366,0.32,19662.0,24938.0,0 days 00:15:52,0 days 00:17:56,0.5056,0.4944,0.4922,0.4887,0.0063,0.0081,0.0009,0.003,top
Riven,Lucian,92,236,2.07,1.53,0.5741,0.4259,0.361,0.36700000000000005,13936.0,17262.0,0 days 00:16:03,0 days 00:16:52,0.5354,0.4646,0.5231,0.4612,0.04,0.0193,0.0043,0.0429,top
Cho'Gath,Rengar,31,107,2.36,1.74,0.489,0.511,0.405,0.38799999999999996,16981.0,18033.0,0 days 00:17:44,0 days 00:16:49,0.5778,0.4222,0.5029,0.501,0.01,0.0175,0.001,0.011000000000000001,top
Yorick,Malphite,83,54,1.67,2.92,0.5,0.5,0.287,0.386,16553.0,15386.0,0 days 00:20:14,0 days 00:15:22,0.5023,0.4977,0.4766,0.5049,0.0054,0.0455,0.0033,0.1198,top
Rengar,Sett,107,875,1.96,1.93,0.5044,0.4956,0.39299999999999996,0.385,17183.0,18905.0,0 days 00:15:28,0 days 00:17:04,0.4792,0.5208,0.501,0.5074,0.0175,0.1382,0.011000000000000001,0.1052,top
Trundle,Rengar,48,107,1.85,2.03,0.5447,0.4553,0.38299999999999995,0.401,18002.0,18844.0,0 days 00:16:48,0 days 00:14:52,0.5435,0.4565,0.4917,0.4992,0.0065,0.0177,0.0007,0.011000000000000001,top
Rumble,Nocturne,68,56,2.02,2.07,0.5184,0.4816,0.425,0.423,18270.0,14910.0,0 days 00:15:50,0 days 00:17:37,0.4737,0.5263,0.4868,0.5331,0.0289,0.0142,0.2814,0.0231,top
Illaoi,Malphite,420,54,1.57,2.63,0.5606,0.4394,0.318,0.37200000000000005,20838.0,16026.0,0 days 00:20:18,0 days 00:15:32,0.4989,0.5011,0.4889,0.5058,0.0081,0.046,0.0031,0.1194,top
Vayne,Darius,67,122,1.55,1.85,0.5067,0.4933,0.36,0.36200000000000004,19604.0,12632.0,0 days 00:16:59,0 days 00:16:37,0.5053,0.4947,0.4963,0.5073,0.016,0.0449,0.0528,0.1331,top
Urgot,Tryndamere,6,23,1.89,1.71,0.4042,0.5958,0.38799999999999996,0.364,19832.0,16481.0,0 days 00:15:11,0 days 00:17:55,0.5296,0.4704,0.5006,0.5069,0.0178,0.0164,0.0019,0.0044,top
Vladimir,Ryze,8,13,2.19,1.72,0.5654,0.4346,0.354,0.34600000000000003,18870.0,19310.0,0 days 00:16:42,0 days 00:18:12,0.5197,0.4803,0.498,0.4426,0.0342,0.0104,0.0247,0.0025,top
Urgot,Warwick,6,19,1.91,1.86,0.4545,0.5455,0.423,0.39799999999999996,19942.0,14519.0,0 days 00:18:29,0 days 00:17:08,0.5231,0.4769,0.5006,0.5144,0.0178,0.0116,0.0019,0.003,top
Kayle,Zac,10,154,1.59,2.99,0.3294,0.6706,0.35600000000000004,0.433,20712.0,15749.0,0 days 00:17:24,0 days 00:17:39,0.4745,0.5255,0.5077,0.5083,0.0219,0.011000000000000001,0.0035,0.0074,top
Camille,Nocturne,164,56,2.19,1.74,0.6109,0.3891,0.41100000000000003,0.4,17070.0,14927.0,0 days 00:16:25,0 days 00:17:18,0.5203,0.4797,0.5,0.5331,0.0328,0.0142,0.0107,0.0231,top
Yorick,Vladimir,83,8,2.02,1.82,0.5906,0.4094,0.321,0.324,19059.0,18811.0,0 days 00:18:23,0 days 00:14:46,0.5887,0.4113,0.4766,0.4962,0.0054,0.0347,0.0033,0.0251,top
Singed,Zac,27,154,2.05,2.79,0.4224,0.5776,0.386,0.445,20599.0,18593.0,0 days 00:17:52,0 days 00:17:07,0.5402,0.4598,0.5142,0.5083,0.0101,0.011000000000000001,0.0013,0.0074,top
Shen,Singed,98,27,3.25,1.99,0.5872,0.4128,0.446,0.40700000000000003,13493.0,17450.0,0 days 00:16:47,0 days 00:22:00,0.5161,0.4839,0.5191,0.5142,0.0775,0.0101,0.1125,0.0013,top
Nocturne,Sett,56,875,2.02,1.95,0.4959,0.5041,0.41700000000000004,0.395,16163.0,17434.0,0 days 00:15:35,0 days 00:16:18,0.4908,0.5092,0.5331,0.5074,0.0142,0.1382,0.0231,0.1052,top
Akali,Sylas,84,517,1.82,1.93,0.4938,0.5062,0.369,0.40399999999999997,16174.0,15740.0,0 days 00:16:38,0 days 00:17:17,0.4755,0.5245,0.4693,0.5016,0.0659,0.1206,0.2186,0.242,top
Sett,Gnar,875,150,1.87,2.15,0.5111,0.4889,0.366,0.387,16358.0,18905.0,0 days 00:16:32,0 days 00:17:00,0.4899,0.5101,0.5074,0.5,0.1382,0.0553,0.1052,0.0649,top
Yone,Camille,777,164,1.53,2.25,0.3779,0.6221,0.366,0.42200000000000004,18071.0,18809.0,0 days 00:16:43,0 days 00:16:47,0.4558,0.5442,0.4778,0.4992,0.0071,0.033,0.052000000000000005,0.0107,top
Rengar,Jax,107,24,2.04,1.56,0.5652,0.4348,0.396,0.349,17162.0,17566.0,0 days 00:16:09,0 days 00:16:11,0.5347,0.4653,0.501,0.5016,0.0175,0.0422,0.011000000000000001,0.0243,top
