champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate,position
Caitlyn,Lucian,51,236,2.35,2.44,0.4668,0.5332,0.447,0.452,18644.0,17710.0,0 days 00:17:34,0 days 00:16:38,0.5203,0.4797,0.5039,0.4691,0.0868,0.0479,0.011000000000000001,0.0429,bottom
Ashe,Jinx,22,222,2.63,2.33,0.5349,0.4651,0.478,0.461,16550.0,16918.0,0 days 00:17:11,0 days 00:17:10,0.5145,0.4855,0.5115,0.5083,0.0531,0.2215,0.0017,0.0857,bottom
Jhin,Vayne,202,67,2.98,2.11,0.5454,0.4546,0.499,0.433,17813.0,17111.0,0 days 00:18:16,0 days 00:17:10,0.4981,0.5019,0.511,0.5094,0.1309,0.1034,0.0033,0.0528,bottom
Jinx,Tahm Kench,222,223,2.33,2.93,0.3736,0.6264,0.462,0.451,18855.0,8763.0,0 days 00:16:39,0 days 00:16:53,0.4714,0.5286,0.5083,0.5429,0.2215,0.0098,0.0857,0.0023,bottom
Caitlyn,Jhin,51,202,2.16,3.19,0.4399,0.5601,0.424,0.48700000000000004,17169.0,17111.0,0 days 00:17:59,0 days 00:16:41,0.4816,0.5184,0.5039,0.511,0.0868,0.1309,0.011000000000000001,0.0033,bottom
Kalista,Tristana,429,18,2.15,2.69,0.4658,0.5342,0.465,0.495,15834.0,18282.0,0 days 00:16:12,0 days 00:16:37,0.4813,0.5187,0.5042,0.5021,0.0196,0.0967,0.0029,0.0502,bottom
Twitch,Tristana,29,18,2.46,2.39,0.5155,0.4845,0.506,0.45899999999999996,19853.0,17350.0,0 days 00:16:12,0 days 00:18:01,0.4771,0.5229,0.5086,0.5021,0.0151,0.0967,0.0014,0.0502,bottom
Ezreal,Twitch,81,29,2.02,2.71,0.4262,0.5738,0.43,0.499,19913.0,20705.0,0 days 00:17:44,0 days 00:17:23,0.4447,0.5553,0.4785,0.5086,0.2779,0.0151,0.0323,0.0014,bottom
Miss Fortune,Kog'Maw,21,96,2.51,2.21,0.5098,0.4902,0.466,0.47100000000000003,18438.0,21683.0,0 days 00:18:03,0 days 00:17:28,0.5271,0.4729,0.5107,0.4997,0.0356,0.0264,0.0012,0.0025,bottom
Kalista,Xayah,429,498,2.43,2.58,0.4734,0.5266,0.47600000000000003,0.479,17647.0,18671.0,0 days 00:17:04,0 days 00:16:53,0.5248,0.4752,0.5042,0.4769,0.0196,0.0289,0.0029,0.0009,bottom
Vayne,Tristana,67,18,2.2,2.54,0.462,0.5379999999999999,0.449,0.478,16972.0,18236.0,0 days 00:15:52,0 days 00:17:57,0.4996,0.5004,0.5094,0.5021,0.1034,0.0967,0.0528,0.0502,bottom
Tahm Kench,Ezreal,223,81,2.68,2.37,0.5415,0.4585,0.419,0.447,8732.0,22926.0,0 days 00:17:39,0 days 00:17:13,0.5237,0.4763,0.5429,0.4785,0.0098,0.2779,0.0023,0.0323,bottom
Samira,Yasuo,360,157,2.57,1.86,0.5594,0.4406,0.516,0.46299999999999997,20273.0,17418.0,0 days 00:16:46,0 days 00:17:01,0.5409,0.4591,0.4991,0.4872,0.2017,0.0075,0.6463,0.1144,bottom
Kalista,Sivir,429,15,2.25,2.71,0.5372,0.4628,0.45799999999999996,0.465,16546.0,18684.0,0 days 00:17:01,0 days 00:17:22,0.5007,0.4993,0.5042,0.5184,0.0196,0.0371,0.0029,0.012,bottom
Twitch,Ezreal,29,81,2.71,2.02,0.5741,0.4259,0.499,0.43,20693.0,19905.0,0 days 00:17:23,0 days 00:17:44,0.5551,0.4449,0.5086,0.4785,0.0151,0.2779,0.0014,0.0323,bottom
Samira,Aphelios,360,523,2.73,1.91,0.5759,0.4241,0.502,0.44799999999999995,18089.0,17404.0,0 days 00:16:25,0 days 00:16:56,0.5708,0.4292,0.4991,0.4687,0.2017,0.0365,0.6463,0.0039,bottom
Samira,Twitch,360,29,2.18,2.55,0.4738,0.5262,0.46799999999999997,0.522,17327.0,19563.0,0 days 00:17:34,0 days 00:17:08,0.4948,0.5052,0.4991,0.5086,0.2017,0.0151,0.6463,0.0014,bottom
Varus,Twitch,110,29,2.17,2.48,0.4522,0.5478,0.45799999999999996,0.505,19038.0,21254.0,0 days 00:18:40,0 days 00:17:36,0.4884,0.5116,0.4991,0.5086,0.0774,0.0151,0.0151,0.0014,bottom
Xayah,Twitch,498,29,2.24,2.44,0.483,0.517,0.457,0.479,16849.0,19364.0,0 days 00:17:45,0 days 00:16:50,0.446,0.5539999999999999,0.4769,0.5086,0.0289,0.0151,0.0009,0.0014,bottom
Tristana,Varus,18,110,2.42,2.34,0.5174,0.4826,0.452,0.467,17169.0,19125.0,0 days 00:17:21,0 days 00:16:48,0.5146,0.4854,0.5021,0.4991,0.0967,0.0774,0.0502,0.0151,bottom
Jhin,Senna,202,235,3.14,2.53,0.6113,0.3887,0.486,0.479,17714.0,16012.0,0 days 00:19:10,0 days 00:17:13,0.557,0.44299999999999995,0.511,0.4795,0.1309,0.0107,0.0033,0.2869,bottom
Tahm Kench,Ashe,223,22,2.5,2.49,0.6405,0.3595,0.45299999999999996,0.474,9252.0,19168.0,0 days 00:18:01,0 days 00:17:11,0.4855,0.5145,0.5429,0.5115,0.0098,0.0531,0.0023,0.0017,bottom
Varus,Jinx,110,222,2.66,2.32,0.5878,0.4122,0.478,0.446,19319.0,16256.0,0 days 00:17:28,0 days 00:16:46,0.5054,0.4946,0.4991,0.5083,0.0774,0.2215,0.0151,0.0857,bottom
Yasuo,Caitlyn,157,51,1.99,2.45,0.5104,0.4896,0.435,0.462,16850.0,18255.0,0 days 00:17:03,0 days 00:17:11,0.5025,0.4975,0.4872,0.5039,0.0075,0.0868,0.1144,0.011000000000000001,bottom
Sivir,Jhin,15,202,2.46,2.98,0.4412,0.5588,0.43799999999999994,0.47200000000000003,18200.0,16628.0,0 days 00:18:43,0 days 00:17:13,0.5083,0.4917,0.5184,0.511,0.0371,0.1309,0.012,0.0033,bottom
Miss Fortune,Varus,21,110,2.28,2.46,0.4545,0.5455,0.446,0.466,17667.0,19545.0,0 days 00:17:36,0 days 00:17:48,0.5239,0.4761,0.5107,0.4991,0.0356,0.0774,0.0012,0.0151,bottom
Tristana,Jinx,18,222,2.69,2.39,0.5636,0.4364,0.47100000000000003,0.47,17458.0,17360.0,0 days 00:17:02,0 days 00:16:10,0.5072,0.4928,0.5021,0.5083,0.0967,0.2215,0.0502,0.0857,bottom
Lucian,Ezreal,236,81,2.4,2.32,0.5405,0.4595,0.45,0.442,18428.0,21852.0,0 days 00:18:11,0 days 00:17:07,0.5002,0.4998,0.4691,0.4785,0.0479,0.2779,0.0429,0.0323,bottom
Sivir,Tristana,15,18,2.64,2.45,0.4631,0.5369,0.47200000000000003,0.445,19177.0,17041.0,0 days 00:17:20,0 days 00:16:45,0.5226,0.4774,0.5184,0.5021,0.0371,0.0967,0.012,0.0502,bottom
Varus,Lucian,110,236,2.46,2.19,0.519,0.48100000000000004,0.473,0.43700000000000006,20474.0,17587.0,0 days 00:17:46,0 days 00:17:49,0.526,0.474,0.4991,0.4691,0.0774,0.0479,0.0151,0.0429,bottom
Jhin,Twitch,202,29,2.61,2.51,0.4489,0.5511,0.479,0.49,16410.0,20274.0,0 days 00:18:01,0 days 00:17:31,0.4871,0.5129,0.511,0.5086,0.1309,0.0151,0.0033,0.0014,bottom
Tristana,Kalista,18,429,2.7,2.14,0.534,0.466,0.495,0.46399999999999997,18266.0,15810.0,0 days 00:16:36,0 days 00:16:13,0.5192,0.4808,0.5021,0.5042,0.0967,0.0196,0.0502,0.0029,bottom
Kalista,Kai'Sa,429,145,2.27,2.71,0.4786,0.5214,0.466,0.491,15980.0,17386.0,0 days 00:17:24,0 days 00:16:25,0.4952,0.5048,0.5042,0.5018,0.0196,0.3738,0.0029,0.0619,bottom
Jinx,Lucian,222,236,2.51,2.5,0.4341,0.5659,0.473,0.465,18551.0,18366.0,0 days 00:16:56,0 days 00:17:38,0.5355,0.4645,0.5083,0.4691,0.2215,0.0479,0.0857,0.0429,bottom
Ezreal,Vayne,81,67,2.34,2.29,0.5067,0.4933,0.45399999999999996,0.439,21459.0,17444.0,0 days 00:17:53,0 days 00:16:58,0.4588,0.5412,0.4785,0.5094,0.2779,0.1034,0.0323,0.0528,bottom
Xayah,Tristana,498,18,2.47,2.46,0.5291,0.4709,0.446,0.45899999999999996,17390.0,17398.0,0 days 00:16:55,0 days 00:16:49,0.4908,0.5092,0.4769,0.5021,0.0289,0.0967,0.0009,0.0502,bottom
Draven,Miss Fortune,119,21,2.18,2.41,0.5282,0.4718,0.445,0.47600000000000003,18651.0,18646.0,0 days 00:17:03,0 days 00:17:23,0.4756,0.5244,0.4987,0.5107,0.0193,0.0356,0.0035,0.0012,bottom
Aphelios,Swain,523,50,1.89,2.95,0.3959,0.6041,0.409,0.509,17904.0,19450.0,0 days 00:18:11,0 days 00:17:05,0.4747,0.5253,0.4687,0.5593,0.0365,0.012,0.0039,0.0096,bottom
Draven,Sivir,119,15,2.1,2.76,0.4877,0.5123,0.43,0.46799999999999997,18142.0,18831.0,0 days 00:16:47,0 days 00:17:26,0.4737,0.5263,0.4987,0.5184,0.0193,0.0371,0.0035,0.012,bottom
Ezreal,Kai'Sa,81,145,2.27,2.74,0.4552,0.5448,0.445,0.47100000000000003,20747.0,17829.0,0 days 00:17:36,0 days 00:17:13,0.4696,0.5304,0.4785,0.5018,0.2779,0.3738,0.0323,0.0619,bottom
Jinx,Kai'Sa,222,145,2.52,2.78,0.4466,0.5534,0.475,0.47700000000000004,17692.0,17026.0,0 days 00:17:19,0 days 00:16:40,0.5083,0.4917,0.5083,0.5018,0.2215,0.3738,0.0857,0.0619,bottom
Twitch,Kog'Maw,29,96,2.46,2.05,0.564,0.436,0.49700000000000005,0.465,19812.0,21285.0,0 days 00:17:24,0 days 00:18:00,0.4904,0.5096,0.5086,0.4997,0.0151,0.0264,0.0014,0.0025,bottom
Vayne,Swain,67,50,2.01,2.94,0.4043,0.5957,0.44299999999999995,0.53,18608.0,20996.0,0 days 00:17:20,0 days 00:18:10,0.4841,0.5159,0.5094,0.5593,0.1034,0.012,0.0528,0.0096,bottom
Lucian,Kai'Sa,236,145,2.35,2.61,0.5097,0.4903,0.467,0.479,18671.0,18200.0,0 days 00:18:12,0 days 00:16:57,0.4731,0.5269,0.4691,0.5018,0.0479,0.3738,0.0429,0.0619,bottom
Kog'Maw,Aphelios,96,523,2.54,1.96,0.5301,0.4699,0.506,0.435,22421.0,16784.0,0 days 00:16:57,0 days 00:17:45,0.5603,0.4397,0.4997,0.4687,0.0264,0.0365,0.0025,0.0039,bottom
Varus,Senna,110,235,2.53,2.55,0.5937,0.4063,0.47,0.475,19912.0,14990.0,0 days 00:18:58,0 days 00:16:55,0.5069,0.4931,0.4991,0.4795,0.0774,0.0107,0.0151,0.2869,bottom
Jhin,Jinx,202,222,3.2,2.33,0.5685,0.4315,0.494,0.452,17108.0,17209.0,0 days 00:17:21,0 days 00:17:20,0.513,0.48700000000000004,0.511,0.5083,0.1309,0.2215,0.0033,0.0857,bottom
Jinx,Jhin,222,202,2.33,3.2,0.4314,0.5686,0.452,0.494,17211.0,17110.0,0 days 00:17:20,0 days 00:17:21,0.4869,0.5131,0.5083,0.511,0.2215,0.1309,0.0857,0.0033,bottom
Swain,Kai'Sa,50,145,2.96,2.27,0.5678,0.4322,0.53,0.47200000000000003,20983.0,18078.0,0 days 00:17:44,0 days 00:17:22,0.5649,0.4351,0.5593,0.5018,0.012,0.3738,0.0096,0.0619,bottom
Kai'Sa,Senna,145,235,2.64,2.72,0.5845,0.4155,0.47,0.506,17803.0,16622.0,0 days 00:18:03,0 days 00:17:16,0.5036,0.4964,0.5018,0.4795,0.3738,0.0107,0.0619,0.2869,bottom
Xayah,Caitlyn,498,51,2.43,2.48,0.515,0.485,0.434,0.44,16194.0,17749.0,0 days 00:16:18,0 days 00:17:29,0.4695,0.5305,0.4769,0.5039,0.0289,0.0868,0.0009,0.011000000000000001,bottom
Yasuo,Swain,157,50,1.74,3.24,0.4229,0.5771,0.44799999999999995,0.552,17800.0,25193.0,0 days 00:17:39,0 days 00:17:44,0.419,0.581,0.4872,0.5593,0.0075,0.012,0.1144,0.0096,bottom
Senna,Xayah,235,498,2.88,2.47,0.4217,0.5783,0.504,0.439,17437.0,18802.0,0 days 00:16:49,0 days 00:18:40,0.5063,0.4937,0.4795,0.4769,0.0107,0.0289,0.2869,0.0009,bottom
Tahm Kench,Kalista,223,429,2.86,2.09,0.5937,0.4063,0.47,0.46399999999999997,9182.0,16414.0,0 days 00:16:47,0 days 00:16:02,0.5135,0.4865,0.5429,0.5042,0.0098,0.0196,0.0023,0.0029,bottom
Tristana,Kog'Maw,18,96,2.54,2.26,0.5327,0.4673,0.47,0.48200000000000004,17522.0,22213.0,0 days 00:17:47,0 days 00:16:56,0.4817,0.5183,0.5021,0.4997,0.0967,0.0264,0.0502,0.0025,bottom
Senna,Lucian,235,236,2.61,2.48,0.4175,0.5825,0.513,0.457,16667.0,18730.0,0 days 00:16:44,0 days 00:18:38,0.4819,0.5181,0.4795,0.4691,0.0107,0.0479,0.2869,0.0429,bottom
Ashe,Aphelios,22,523,2.77,1.9,0.5361,0.4639,0.489,0.423,16593.0,16722.0,0 days 00:16:41,0 days 00:17:27,0.5654,0.4346,0.5115,0.4687,0.0531,0.0365,0.0017,0.0039,bottom
Xayah,Draven,498,119,2.57,2.21,0.5103,0.4897,0.446,0.44799999999999995,17149.0,18241.0,0 days 00:17:13,0 days 00:17:13,0.5099,0.4901,0.4769,0.4987,0.0289,0.0193,0.0009,0.0035,bottom
Aphelios,Xayah,523,498,1.97,2.72,0.4161,0.5839,0.423,0.478,18139.0,17552.0,0 days 00:17:07,0 days 00:17:11,0.4798,0.5202,0.4687,0.4769,0.0365,0.0289,0.0039,0.0009,bottom
Jhin,Yasuo,202,157,2.97,1.87,0.488,0.512,0.5,0.43,16979.0,16923.0,0 days 00:16:44,0 days 00:18:21,0.5261,0.4739,0.511,0.4872,0.1309,0.0075,0.0033,0.1144,bottom
Vayne,Tahm Kench,67,223,2.12,2.76,0.3988,0.6012,0.44299999999999995,0.452,17642.0,8779.0,0 days 00:16:04,0 days 00:18:25,0.4567,0.5433,0.5094,0.5429,0.1034,0.0098,0.0528,0.0023,bottom
Sivir,Ezreal,15,81,2.8,2.19,0.5177,0.4823,0.46,0.41700000000000004,19239.0,19571.0,0 days 00:18:34,0 days 00:16:29,0.5511,0.4489,0.5184,0.4785,0.0371,0.2779,0.012,0.0323,bottom
Jinx,Samira,222,360,2.52,2.46,0.452,0.5479999999999999,0.493,0.48200000000000004,18323.0,17437.0,0 days 00:16:59,0 days 00:16:37,0.5145,0.4855,0.5083,0.4991,0.2215,0.2017,0.0857,0.6463,bottom
Miss Fortune,Tristana,21,18,2.34,2.46,0.4695,0.5305,0.473,0.457,18536.0,17470.0,0 days 00:16:37,0 days 00:17:10,0.5147,0.4853,0.5107,0.5021,0.0356,0.0967,0.0012,0.0502,bottom
Miss Fortune,Ashe,21,22,2.28,2.45,0.4975,0.5025,0.45899999999999996,0.465,17747.0,16024.0,0 days 00:17:43,0 days 00:17:18,0.5056,0.4944,0.5107,0.5115,0.0356,0.0531,0.0012,0.0017,bottom
Jhin,Tahm Kench,202,223,2.88,2.49,0.441,0.5589999999999999,0.48200000000000004,0.415,18706.0,8854.0,0 days 00:17:38,0 days 00:17:51,0.5049,0.4951,0.511,0.5429,0.1309,0.0098,0.0033,0.0023,bottom
Twitch,Lucian,29,236,2.38,2.33,0.5053,0.4947,0.496,0.455,19819.0,18103.0,0 days 00:16:37,0 days 00:18:29,0.465,0.535,0.5086,0.4691,0.0151,0.0479,0.0014,0.0429,bottom
Tristana,Ezreal,18,81,2.58,2.28,0.5281,0.4719,0.45899999999999996,0.447,17689.0,20877.0,0 days 00:17:24,0 days 00:16:23,0.5299,0.4701,0.5021,0.4785,0.0967,0.2779,0.0502,0.0323,bottom
Samira,Ezreal,360,81,2.45,2.31,0.5307,0.4693,0.475,0.462,18109.0,21347.0,0 days 00:17:09,0 days 00:17:13,0.5255,0.4745,0.4991,0.4785,0.2017,0.2779,0.6463,0.0323,bottom
Aphelios,Tristana,523,18,2.01,2.68,0.4566,0.5434,0.44799999999999995,0.47,17645.0,17416.0,0 days 00:16:30,0 days 00:16:32,0.4607,0.5393,0.4687,0.5021,0.0365,0.0967,0.0039,0.0502,bottom
Jhin,Sivir,202,15,2.98,2.46,0.5588,0.4412,0.47200000000000003,0.43799999999999994,16628.0,18200.0,0 days 00:17:13,0 days 00:18:43,0.4917,0.5083,0.511,0.5184,0.1309,0.0371,0.0033,0.012,bottom
Lucian,Kalista,236,429,2.47,2.31,0.5113,0.4887,0.478,0.47600000000000003,19240.0,17273.0,0 days 00:17:20,0 days 00:17:22,0.5028,0.4972,0.4691,0.5042,0.0479,0.0196,0.0429,0.0029,bottom
Twitch,Kai'Sa,29,145,2.57,2.33,0.5422,0.4578,0.507,0.46399999999999997,20076.0,16880.0,0 days 00:17:24,0 days 00:17:37,0.5077,0.4923,0.5086,0.5018,0.0151,0.3738,0.0014,0.0619,bottom
Twitch,Miss Fortune,29,21,2.54,2.09,0.5708,0.4292,0.503,0.45399999999999996,20331.0,17754.0,0 days 00:17:06,0 days 00:18:01,0.5063,0.4937,0.5086,0.5107,0.0151,0.0356,0.0014,0.0012,bottom
Ezreal,Kalista,81,429,2.37,2.39,0.4695,0.5305,0.45399999999999996,0.461,20696.0,16919.0,0 days 00:16:27,0 days 00:17:29,0.4687,0.5313,0.4785,0.5042,0.2779,0.0196,0.0323,0.0029,bottom
Sivir,Lucian,15,236,2.57,2.3,0.4388,0.5612,0.45799999999999996,0.439,19379.0,18256.0,0 days 00:17:58,0 days 00:17:22,0.5358,0.4642,0.5184,0.4691,0.0371,0.0479,0.012,0.0429,bottom
Yasuo,Xayah,157,498,1.79,2.96,0.3817,0.6183,0.426,0.514,15341.0,19842.0,0 days 00:16:50,0 days 00:17:19,0.4559,0.5441,0.4872,0.4769,0.0075,0.0289,0.1144,0.0009,bottom
Ezreal,Swain,81,50,2.21,2.85,0.4359,0.5641,0.456,0.499,22812.0,19691.0,0 days 00:17:56,0 days 00:17:33,0.4393,0.5607,0.4785,0.5593,0.2779,0.012,0.0323,0.0096,bottom
Kog'Maw,Kai'Sa,96,145,2.25,2.6,0.4813,0.5187,0.488,0.47200000000000003,22772.0,17022.0,0 days 00:18:01,0 days 00:17:12,0.4979,0.5021,0.4997,0.5018,0.0264,0.3738,0.0025,0.0619,bottom
Lucian,Xayah,236,498,2.44,2.42,0.512,0.488,0.462,0.45299999999999996,19092.0,18334.0,0 days 00:17:37,0 days 00:17:36,0.5054,0.4946,0.4691,0.4769,0.0479,0.0289,0.0429,0.0009,bottom
Aphelios,Samira,523,360,1.92,2.72,0.4245,0.5755,0.44799999999999995,0.502,17382.0,18009.0,0 days 00:16:57,0 days 00:16:25,0.431,0.569,0.4687,0.4991,0.0365,0.2017,0.0039,0.6463,bottom
Sivir,Aphelios,15,523,2.96,1.92,0.5154,0.4846,0.478,0.41200000000000003,19628.0,17224.0,0 days 00:17:35,0 days 00:16:52,0.5501,0.4499,0.5184,0.4687,0.0371,0.0365,0.012,0.0039,bottom
Miss Fortune,Aphelios,21,523,2.76,1.94,0.565,0.435,0.488,0.43,18954.0,17278.0,0 days 00:17:04,0 days 00:16:59,0.5522,0.4478,0.5107,0.4687,0.0356,0.0365,0.0012,0.0039,bottom
Kog'Maw,Caitlyn,96,51,2.28,2.47,0.4599,0.5401,0.457,0.444,21382.0,17814.0,0 days 00:16:12,0 days 00:18:25,0.4811,0.5189,0.4997,0.5039,0.0264,0.0868,0.0025,0.011000000000000001,bottom
Tahm Kench,Kai'Sa,223,145,2.75,2.49,0.5743,0.4257,0.439,0.465,8940.0,17524.0,0 days 00:17:46,0 days 00:16:24,0.5521,0.4479,0.5429,0.5018,0.0098,0.3738,0.0023,0.0619,bottom
Miss Fortune,Tahm Kench,21,223,2.25,2.78,0.3468,0.6532,0.45299999999999996,0.45899999999999996,19637.0,9662.0,0 days 00:16:21,0 days 00:17:21,0.4957,0.5043,0.5107,0.5429,0.0356,0.0098,0.0012,0.0023,bottom
Vayne,Xayah,67,498,2.21,2.57,0.4352,0.5648,0.44299999999999995,0.473,17327.0,18691.0,0 days 00:16:20,0 days 00:18:17,0.5239,0.4761,0.5094,0.4769,0.1034,0.0289,0.0528,0.0009,bottom
Miss Fortune,Draven,21,119,2.41,2.18,0.4718,0.5282,0.47600000000000003,0.445,18646.0,18651.0,0 days 00:17:23,0 days 00:17:03,0.5244,0.4756,0.5107,0.4987,0.0356,0.0193,0.0012,0.0035,bottom
Xayah,Vayne,498,67,2.59,2.2,0.5658,0.4342,0.474,0.44299999999999995,18658.0,17283.0,0 days 00:18:18,0 days 00:16:20,0.4792,0.5208,0.4769,0.5094,0.0289,0.1034,0.0009,0.0528,bottom
Sivir,Tahm Kench,15,223,2.78,2.65,0.3598,0.6402,0.495,0.42200000000000004,21299.0,8965.0,0 days 00:17:57,0 days 00:16:38,0.4775,0.5225,0.5184,0.5429,0.0371,0.0098,0.012,0.0023,bottom
Swain,Lucian,50,236,2.8,2.15,0.5005,0.4995,0.519,0.465,20736.0,19318.0,0 days 00:17:21,0 days 00:18:16,0.5746,0.4254,0.5593,0.4691,0.012,0.0479,0.0096,0.0429,bottom
Kalista,Senna,429,235,2.1,3.11,0.5181,0.4819,0.45899999999999996,0.526,15476.0,17712.0,0 days 00:18:03,0 days 00:16:31,0.4506,0.5494,0.5042,0.4795,0.0196,0.0107,0.0029,0.2869,bottom
Senna,Varus,235,110,2.58,2.51,0.4089,0.5911,0.478,0.47,14980.0,19841.0,0 days 00:16:56,0 days 00:18:56,0.5,0.5,0.4795,0.4991,0.0107,0.0774,0.2869,0.0151,bottom
Samira,Draven,360,119,2.56,2.02,0.5467,0.4533,0.494,0.445,18097.0,17379.0,0 days 00:17:03,0 days 00:16:53,0.5579999999999999,0.442,0.4991,0.4987,0.2017,0.0193,0.6463,0.0035,bottom
Miss Fortune,Jhin,21,202,2.24,3.07,0.455,0.545,0.449,0.48200000000000004,17844.0,16949.0,0 days 00:17:56,0 days 00:17:28,0.4804,0.5196,0.5107,0.511,0.0356,0.1309,0.0012,0.0033,bottom
Vayne,Jhin,67,202,2.11,2.98,0.4538,0.5462,0.433,0.499,17104.0,17808.0,0 days 00:17:10,0 days 00:18:16,0.5026,0.4974,0.5094,0.511,0.1034,0.1309,0.0528,0.0033,bottom
Senna,Tristana,235,18,2.56,2.67,0.3927,0.6073,0.495,0.47200000000000003,15645.0,18088.0,0 days 00:15:53,0 days 00:18:29,0.4791,0.5209,0.4795,0.5021,0.0107,0.0967,0.2869,0.0502,bottom
Xayah,Senna,498,235,2.48,2.87,0.5778,0.4222,0.439,0.503,18770.0,17424.0,0 days 00:18:39,0 days 00:16:49,0.4958,0.5042,0.4769,0.4795,0.0289,0.0107,0.0009,0.2869,bottom
Varus,Aphelios,110,523,2.86,1.81,0.599,0.401,0.496,0.401,20273.0,16249.0,0 days 00:17:17,0 days 00:17:03,0.5457,0.4543,0.4991,0.4687,0.0774,0.0365,0.0151,0.0039,bottom
Sivir,Samira,15,360,2.59,2.3,0.4557,0.5443,0.484,0.46299999999999997,19303.0,17899.0,0 days 00:17:59,0 days 00:16:35,0.5102,0.4898,0.5184,0.4991,0.0371,0.2017,0.012,0.6463,bottom
Kalista,Kog'Maw,429,96,2.16,2.49,0.5056,0.4944,0.451,0.507,15545.0,22957.0,0 days 00:17:06,0 days 00:17:16,0.4503,0.5497,0.5042,0.4997,0.0196,0.0264,0.0029,0.0025,bottom
Ezreal,Caitlyn,81,51,2.38,2.43,0.4892,0.5108,0.436,0.436,20667.0,17785.0,0 days 00:16:00,0 days 00:17:52,0.4772,0.5228,0.4785,0.5039,0.2779,0.0868,0.0323,0.011000000000000001,bottom
Tahm Kench,Draven,223,119,2.97,2.0,0.713,0.287,0.495,0.45899999999999996,10040.0,20635.0,0 days 00:17:09,0 days 00:16:51,0.623,0.377,0.5429,0.4987,0.0098,0.0193,0.0023,0.0035,bottom
Twitch,Tahm Kench,29,223,2.43,2.89,0.5333,0.4667,0.513,0.461,19777.0,8957.0,0 days 00:16:07,0 days 00:17:19,0.4091,0.5909,0.5086,0.5429,0.0151,0.0098,0.0014,0.0023,bottom
Twitch,Swain,29,50,2.33,2.65,0.5216,0.4784,0.499,0.504,20886.0,18897.0,0 days 00:16:33,0 days 00:18:22,0.4211,0.5789,0.5086,0.5593,0.0151,0.012,0.0014,0.0096,bottom
Tristana,Sivir,18,15,2.46,2.63,0.5379999999999999,0.462,0.446,0.473,17041.0,19183.0,0 days 00:16:46,0 days 00:17:20,0.4799,0.5201,0.5021,0.5184,0.0967,0.0371,0.0502,0.012,bottom
Kalista,Swain,429,50,1.89,3.32,0.4084,0.5916,0.456,0.5329999999999999,15350.0,19975.0,0 days 00:17:01,0 days 00:16:34,0.3672,0.6328,0.5042,0.5593,0.0196,0.012,0.0029,0.0096,bottom
Xayah,Lucian,498,236,2.42,2.44,0.4887,0.5113,0.45299999999999996,0.46299999999999997,18343.0,19132.0,0 days 00:17:35,0 days 00:17:38,0.4945,0.5055,0.4769,0.4691,0.0289,0.0479,0.0009,0.0429,bottom
Tahm Kench,Miss Fortune,223,21,2.78,2.24,0.6532,0.3468,0.46,0.452,9692.0,19687.0,0 days 00:17:24,0 days 00:16:22,0.5064,0.4936,0.5429,0.5107,0.0098,0.0356,0.0023,0.0012,bottom
Kog'Maw,Swain,96,50,2.05,2.69,0.42100000000000004,0.579,0.488,0.52,24823.0,20212.0,0 days 00:18:04,0 days 00:19:08,0.4947,0.5053,0.4997,0.5593,0.0264,0.012,0.0025,0.0096,bottom
Kai'Sa,Sivir,145,15,2.59,2.62,0.5455,0.4545,0.45799999999999996,0.46399999999999997,17167.0,19114.0,0 days 00:16:26,0 days 00:18:29,0.486,0.514,0.5018,0.5184,0.3738,0.0371,0.0619,0.012,bottom
Varus,Kalista,110,429,2.43,2.17,0.5176,0.4824,0.479,0.444,19105.0,15479.0,0 days 00:17:04,0 days 00:17:24,0.4731,0.5269,0.4991,0.5042,0.0774,0.0196,0.0151,0.0029,bottom
Ashe,Kalista,22,429,2.57,2.13,0.4887,0.5113,0.496,0.451,17257.0,15803.0,0 days 00:16:49,0 days 00:17:32,0.5524,0.4476,0.5115,0.5042,0.0531,0.0196,0.0017,0.0029,bottom
Kog'Maw,Twitch,96,29,2.05,2.46,0.436,0.564,0.465,0.49700000000000005,21285.0,19812.0,0 days 00:18:00,0 days 00:17:24,0.5096,0.4904,0.4997,0.5086,0.0264,0.0151,0.0025,0.0014,bottom
Aphelios,Sivir,523,15,1.91,2.96,0.4858,0.5142,0.41200000000000003,0.47700000000000004,17179.0,19509.0,0 days 00:16:51,0 days 00:17:37,0.45,0.55,0.4687,0.5184,0.0365,0.0371,0.0039,0.012,bottom
Samira,Senna,360,235,2.26,2.79,0.5346,0.4654,0.47,0.53,17502.0,17857.0,0 days 00:17:46,0 days 00:16:59,0.4995,0.5005,0.4991,0.4795,0.2017,0.0107,0.6463,0.2869,bottom
Tristana,Twitch,18,29,2.39,2.46,0.4843,0.5157,0.45899999999999996,0.506,17374.0,19868.0,0 days 00:18:01,0 days 00:16:13,0.5239,0.4761,0.5021,0.5086,0.0967,0.0151,0.0502,0.0014,bottom
